name;z3-4.12.1-runtime;z3-4.12.1-result;cvc5-1.0.5-runtime;cvc5-1.0.5-result;z3-noodler-3f6d642-runtime;z3-noodler-3f6d642-result;z3-noodler-97c3742-runtime;z3-noodler-97c3742-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-59658f7-runtime;z3-noodler-59658f7-result;z3-noodler-e8a4269-runtime;z3-noodler-e8a4269-result;z3-noodler-daa40de-runtime;z3-noodler-daa40de-result;z3-noodler-5f32279-runtime;z3-noodler-5f32279-result;z3strRE-nomem-runtime;z3strRE-nomem-result;z3str4-nomem-runtime;z3str4-nomem-result;z3-noodler-a245669-1623fa1-runtime;z3-noodler-a245669-1623fa1-result;z3-noodler-1137899-1623fa1-runtime;z3-noodler-1137899-1623fa1-result;z3-noodler-896d1fe-1623fa1-runtime;z3-noodler-896d1fe-1623fa1-result;z3-noodler-d1676a5-8781b7d-runtime;z3-noodler-d1676a5-8781b7d-result;z3-noodler-d1676a5-8781b7d-nielsen-runtime;z3-noodler-d1676a5-8781b7d-nielsen-result;ostrich-1.3-runtime;ostrich-1.3-result;z3-noodler-49295a5-8781b7d-runtime;z3-noodler-49295a5-8781b7d-result;z3-4.12.2-nomem-runtime;z3-4.12.2-nomem-result;z3-noodler-loop-13af422-5fa5ea0-runtime;z3-noodler-loop-13af422-5fa5ea0-result;z3-noodler-13af422-5fa5ea0-runtime;z3-noodler-13af422-5fa5ea0-result;z3-noodler-0808a69-2f0ef53-runtime;z3-noodler-0808a69-2f0ef53-result;z3-noodler-80384c0-2f0ef53-runtime;z3-noodler-80384c0-2f0ef53-result;z3-noodler-160d1e6-2f0ef53-runtime;z3-noodler-160d1e6-2f0ef53-result;z3-noodler-d83b1b9-937bee4-runtime;z3-noodler-d83b1b9-937bee4-result;z3-noodler-d83b1b9-2f0ef53-runtime;z3-noodler-d83b1b9-2f0ef53-result;z3-noodler-loop-d785e77-2f0ef53-runtime;z3-noodler-loop-d785e77-2f0ef53-result;z3-noodler-loop-cdfb4b2-2f0ef53-runtime;z3-noodler-loop-cdfb4b2-2f0ef53-result;z3-noodler-loop-1a1ac35-2f0ef53-runtime;z3-noodler-loop-1a1ac35-2f0ef53-result;z3-noodler-loop-mem-runtime;z3-noodler-loop-mem-result;z3-noodler-9f3dc69-2f0ef53-runtime;z3-noodler-9f3dc69-2f0ef53-result;z3-noodler-cad7f0d-8ba88ce-runtime;z3-noodler-cad7f0d-8ba88ce-result;cvc5-1.0.8-runtime;cvc5-1.0.8-result;z3-noodler-381ffd1-2f0ef53-runtime;z3-noodler-381ffd1-2f0ef53-result;z3-noodler-nielsen-0746e08-8ba88ce-runtime;z3-noodler-nielsen-0746e08-8ba88ce-result;ostrich-70d01e2d2-runtime;ostrich-70d01e2d2-result;z3-4.12.2-runtime;z3-4.12.2-result;z3str4-runtime;z3str4-result;z3strRE-runtime;z3strRE-result;z3-trau-1.1-runtime;z3-trau-1.1-result;z3-noodler-63aa361-8ba88ce-runtime;z3-noodler-63aa361-8ba88ce-result;z3-noodler-underapprox-24f1374-2f0ef53-runtime;z3-noodler-underapprox-24f1374-2f0ef53-result;z3-noodler-underapprox-ab28d76-2f0ef53-runtime;z3-noodler-underapprox-ab28d76-2f0ef53-result;z3-noodler-de48d5f-40ca1cd-runtime;z3-noodler-de48d5f-40ca1cd-result;z3-noodler-cf573c7-40ca1cd-runtime;z3-noodler-cf573c7-40ca1cd-result;z3-noodler-a0e3745-8ba88ce-runtime;z3-noodler-a0e3745-8ba88ce-result;z3-noodler-0ae38ae-40ca1cd-runtime;z3-noodler-0ae38ae-40ca1cd-result;z3-noodler-1ba1904-40ca1cd-runtime;z3-noodler-1ba1904-40ca1cd-result;z3-noodler-f211b89-7831cdc-runtime;z3-noodler-f211b89-7831cdc-result;z3-noodler-f211b89-bb85433-runtime;z3-noodler-f211b89-bb85433-result;z3-noodler-9f5e602-199b36d-runtime;z3-noodler-9f5e602-199b36d-result;ostrich-70d01e2d2-parikh-runtime;ostrich-70d01e2d2-parikh-result;z3-noodler-3d46a25-bc88653-runtime;z3-noodler-3d46a25-bc88653-result;z3-noodler-1482571-a57f582-runtime;z3-noodler-1482571-a57f582-result;z3-noodler-fb9e188-a57f582-runtime;z3-noodler-fb9e188-a57f582-result;z3-noodler-feada45-a57f582-runtime;z3-noodler-feada45-a57f582-result;z3-noodler-e77bfb4-387babd-runtime;z3-noodler-e77bfb4-387babd-result;z3-noodler-482f3c0-387babd-runtime;z3-noodler-482f3c0-387babd-result;z3-noodler-8de5f2c-387babd-runtime;z3-noodler-8de5f2c-387babd-result;z3-noodler-147a0e0-fb6e2b1-runtime;z3-noodler-147a0e0-fb6e2b1-result;z3-noodler-34ea542-2cddb2f-runtime;z3-noodler-34ea542-2cddb2f-result
../formulae/QF_SLIA/2018-Kepler/quad-length-055-3-7-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.32; unknown;TO;TO;0.07; unknown;0.04; sat;0.03; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;ERR;ERR;TO;TO;TO;TO;5.46; unknown;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.06; sat;0.05; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat;TO;TO;TO;TO;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-190-4-4-unsat.smt2;0.02; unsat;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;0.96; unsat;0.31; unsat;0.24; unsat;0.28; unsat;TO;TO;0.16; unsat;2.3; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;ERR;ERR;0.2; unsat;3.42; unsat;0.0; unsat;0.93; unsat;0.0; unsat;0.06; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.21; unsat;0.18; unsat;0.19; unsat;0.18; unsat;0.23; unsat;0.18; unsat;ERR;ERR;5.88; unsat;0.03; unsat;0.15; unsat;0.04; unsat;0.03; unsat;0.04; unsat;0.03; unsat;0.05; unsat;0.03; unsat;0.05; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-293-6-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;10.93; sat;0.02; sat;0.04; sat;0.04; sat;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;TO;TO;TO;TO;10.54; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;0.03; sat;0.07; sat;0.02; sat;0.03; sat;0.05; sat;TO;TO;TO;TO;0.03; sat;0.01; sat;0.02; sat;0.01; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-093-4-1-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.1; unknown;0.09; sat;0.06; sat;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.07; sat;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.08; sat;0.07; sat;0.05; sat;0.08; sat;0.05; sat;0.08; sat;TO;TO;TO;TO;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-183-4-3-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;102.84; sat;0.08; unknown;0.08; sat;0.08; sat;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.07; sat;0.04; sat;0.07; sat;0.07; sat;0.07; sat;0.07; sat;TO;TO;TO;TO;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-268-5-2-unsat.smt2;0.02; unsat;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.95; unsat;0.01; unsat;0.01; unsat;0.03; unsat;TO;TO;0.01; unsat;2.53; unsat;TO;TO;0.02; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;ERR;ERR;0.03; unsat;3.78; unsat;0.04; unsat;0.91; unsat;0.01; unsat;0.05; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;0.04; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.03; unsat;ERR;ERR;7.88; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-095-4-1-sat.smt2;0.08; sat;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.08; sat;0.26; sat;0.02; sat;0.02; sat;0.02; sat;TO;TO;0.02; sat;TO;TO;TO;TO;0.06; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.02; sat;TO;TO;0.08; sat;0.21; sat;0.07; sat;0.11; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.03; sat;0.03; sat;0.04; sat;0.04; sat;0.02; sat;0.02; sat;ERR;ERR;TO;TO;0.0; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-070-4-1-unsat.smt2;TO;TO;0.01; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.04; unsat;0.03; unsat;0.03; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;0.02; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.0; unsat;ERR;ERR;0.01; unsat;TO;TO;0.02; unsat;0.01; unsat;TO;TO;0.05; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; unsat;0.02; unsat;0.04; unsat;0.04; unsat;0.04; unsat;0.04; unsat;ERR;ERR;5.59; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.0; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-166-4-1-unsat.smt2;0.02; unsat;0.0; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;0.95; unsat;0.05; unsat;0.05; unsat;0.05; unsat;TO;TO;0.02; unsat;2.29; unsat;TO;TO;0.02; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.01; unsat;ERR;ERR;0.02; unsat;3.52; unsat;0.04; unsat;0.89; unsat;0.0; unsat;0.05; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; unsat;0.05; unsat;0.05; unsat;0.03; unsat;0.03; unsat;0.03; unsat;ERR;ERR;5.26; unsat;0.02; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-133-4-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;74.83; sat;0.08; unknown;0.05; sat;0.07; sat;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.06; sat;TO;TO;TO;TO;47.36; sat;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;ERR;ERR;0.05; sat;0.08; sat;0.06; sat;0.06; sat;0.07; sat;0.06; sat;TO;TO;TO;TO;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-072-4-1-unsat.smt2;TO;TO;0.01; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;4.92; unknown;0.0; unsat;0.01; unsat;0.04; unsat;0.05; unsat;TO;TO;0.01; unsat;TO;TO;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.0; unsat;ERR;ERR;0.02; unsat;TO;TO;0.03; unsat;0.01; unsat;4.92; unknown;0.04; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.05; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.02; unsat;ERR;ERR;4.93; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-260-4-5-unsat.smt2;0.02; unsat;0.04; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.92; unsat;1.55; unsat;1.55; unsat;1.63; unsat;TO;TO;0.89; unsat;2.52; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;TO;TO;1.04; unsat;3.91; unsat;0.03; unsat;0.89; unsat;0.01; unsat;0.06; unsat;TO;TO;TO;TO;TO;TO;TO;TO;1.04; unsat;1.02; unsat;1.06; unsat;1.08; unsat;1.02; unsat;1.06; unsat;TO;TO;8.64; unsat;0.5; unsat;0.59; unsat;0.54; unsat;0.45; unsat;0.47; unsat;0.52; unsat;0.51; unsat;0.44; unsat;0.46; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-273-5-3-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;0.05; sat;0.06; sat;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;TO;TO;TO;TO;91.72; unknown;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.04; sat;0.05; sat;0.03; sat;0.04; sat;0.02; sat;TO;TO;TO;TO;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-163-4-1-sat.smt2;0.16; sat;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.09; sat;0.01; sat;0.02; sat;0.06; sat;TO;TO;0.01; sat;TO;TO;TO;TO;0.09; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.03; sat;TO;TO;0.13; sat;0.09; sat;0.1; sat;0.15; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; sat;0.04; sat;0.06; sat;0.06; sat;0.04; sat;0.03; sat;ERR;ERR;TO;TO;0.01; sat;0.0; sat;0.01; sat;0.01; sat;0.01; sat;0.0; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-090-4-4-unsat.smt2;TO;TO;0.04; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.56; unknown;TO;TO;0.01; unsat;0.03; unsat;0.03; unsat;TO;TO;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;TO;TO;0.03; unsat;TO;TO;TO;TO;TO;TO;5.59; unknown;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;0.01; unsat;0.03; unsat;0.04; unsat;0.03; unsat;0.02; unsat;TO;TO;6.89; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-145-4-3-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;73.52; sat;0.04; unknown;0.04; sat;0.05; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;TO;TO;TO;TO;49.71; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.03; sat;0.05; sat;0.05; sat;0.05; sat;0.03; sat;TO;TO;TO;TO;0.03; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-191-4-1-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.1; unknown;5.47; sat;0.03; unknown;0.04; sat;0.06; sat;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.04; sat;TO;TO;TO;TO;5.12; sat;5.07; unknown;TO;TO;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.05; sat;0.05; sat;0.05; sat;0.05; sat;0.05; sat;0.04; sat;ERR;ERR;TO;TO;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-091-4-0-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unknown;0.02; sat;0.03; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.03; sat;0.03; sat;0.02; sat;0.05; sat;0.02; sat;TO;TO;TO;TO;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-051-3-7-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.36; unknown;TO;TO;0.15; unknown;0.13; sat;0.12; sat;TO;TO;0.06; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.09; sat;ERR;ERR;TO;TO;TO;TO;5.42; unknown;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.09; sat;0.09; sat;0.09; sat;0.02; sat;0.05; sat;0.02; sat;TO;TO;TO;TO;0.01; sat;0.03; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-291-6-2-sat.smt2;0.08; sat;0.06; sat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.3; sat;0.32; sat;0.34; sat;TO;TO;0.17; sat;4.25; sat;TO;TO;0.02; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;TO;TO;0.2; sat;5.51; sat;0.06; sat;0.08; sat;TO;TO;0.41; sat;TO;TO;TO;TO;TO;TO;TO;TO;0.21; sat;0.17; sat;0.24; sat;0.2; sat;0.2; sat;0.21; sat;TO;TO;11.58; sat;0.02; sat;0.12; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-102-4-2-unsat.smt2;TO;TO;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.95; unsat;0.04; unsat;0.04; unsat;0.03; unsat;TO;TO;0.02; unsat;2.43; unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.04; unsat;3.35; unsat;TO;TO;0.93; unsat;0.03; unsat;0.06; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.04; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.04; unsat;0.04; unsat;TO;TO;6.14; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-048-3-7-unsat.smt2;TO;TO;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;0.98; unsat;0.12; unsat;0.11; unsat;0.14; unsat;TO;TO;0.06; unsat;2.49; unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;ERR;ERR;0.09; unsat;4.63; unsat;TO;TO;0.94; unsat;0.01; unsat;0.04; unsat;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR;0.09; unsat;0.09; unsat;0.07; unsat;0.02; unsat;0.02; unsat;0.02; unsat;ERR;ERR;6.44; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-269-5-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;70.09; sat;20.67; sat;0.06; sat;0.07; sat;0.07; sat;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.08; sat;TO;TO;TO;TO;14.85; sat;88.19; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;0.07; sat;0.08; sat;0.07; sat;0.08; sat;0.09; sat;0.07; sat;ERR;ERR;TO;TO;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-204-4-2-unsat.smt2;0.02; unsat;0.0; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;0.97; unsat;0.03; unsat;0.04; unsat;0.04; unsat;TO;TO;0.01; unsat;2.14; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.02; unsat;3.15; unsat;0.04; unsat;0.92; unsat;0.01; unsat;0.04; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.02; unsat;0.04; unsat;ERR;ERR;3.85; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-203-4-2-sat.smt2;0.04; sat;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.08; sat;TO;TO;0.08; sat;0.09; sat;0.09; sat;TO;TO;0.04; sat;TO;TO;TO;TO;0.05; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.05; sat;48.74; sat;0.11; sat;TO;TO;0.07; sat;0.07; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.06; sat;0.07; sat;0.07; sat;0.05; sat;0.05; sat;0.05; sat;ERR;ERR;52.31; sat;0.02; sat;0.05; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.02; sat
