name;z3-runtime;z3-result;cvc5-runtime;cvc5-result;z3-noodler-9f5e602-runtime;z3-noodler-9f5e602-result;z3str4-runtime;z3str4-result;z3strRE-runtime;z3strRE-result;ostrich-runtime;ostrich-result
../formulae/regex-smt-benchmarks/password/sat/passw_eq_sat2.smt2;0.01; sat;ERR;ERR;0.02; unknown;0.01; sat;0.01; sat;2.1; sat
../formulae/regex-smt-benchmarks/password/sat/passw_complex_7_10_sat.smt2;37.13; sat;1.57; sat;1.21; sat;TO;TO;TO;TO;1.26; (error \\\"At line 15, near \\\"\\\") \\\"\\\"/\\\"\\\") (re\\\"\\\" :     Unrecoverable Syntax Error\\\")
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_3_3.smt2;TO;TO;TO;TO;0.04; unsat;1.01; unknown;0.0; unknown;2.87; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_8_8.smt2;TO;TO;TO;TO;21.08; unsat;1.01; unknown;0.0; unknown;19.07; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_6_6.smt2;TO;TO;TO;TO;56.15; unsat;1.02; unknown;0.0; unknown;7.25; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_2_2.smt2;0.53; unsat;TO;TO;0.02; unsat;0.01; unknown;0.0; unknown;2.63; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_5_5.smt2;TO;TO;TO;TO;0.02; unsat;1.01; unknown;0.01; unknown;2.66; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_4_4.smt2;TO;TO;TO;TO;0.09; unsat;1.0; unknown;0.0; unknown;3.31; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_1_1.smt2;TO;TO;TO;TO;0.03; unsat;1.01; unknown;0.0; unknown;2.7; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_7_7.smt2;TO;TO;TO;TO;20.6; unsat;1.02; unknown;0.0; unknown;7.95; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_9_9.smt2;TO;TO;TO;TO;0.58; unsat;1.01; unknown;0.0; unknown;8.27; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/unsat/notsubset_0_0.smt2;TO;TO;TO;TO;0.57; unsat;1.01; unknown;0.01; unknown;4.97; unsat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_9.smt2;0.13; sat;0.06; sat;0.38; sat;1.01; unknown;0.01; unknown;7.19; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_3.smt2;0.19; sat;0.26; sat;8.32; sat;1.02; unknown;0.01; unknown;4.65; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_2.smt2;0.14; sat;0.05; sat;0.07; sat;1.0; unknown;0.0; unknown;3.32; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_3.smt2;0.04; sat;0.04; sat;0.04; sat;1.02; unknown;0.0; unknown;3.09; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_0.smt2;0.21; sat;0.17; sat;0.4; sat;1.01; unknown;0.01; unknown;4.54; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_8.smt2;0.02; sat;0.18; sat;12.34; sat;1.01; unknown;0.01; unknown;4.12; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_4.smt2;0.22; sat;TO;TO;2.48; sat;1.0; unknown;0.0; unknown;6.29; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_7.smt2;0.02; sat;0.07; sat;9.56; sat;1.01; unknown;0.0; unknown;4.16; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_9.smt2;0.02; sat;0.01; sat;0.33; sat;1.0; unknown;0.01; unknown;4.27; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_8.smt2;0.63; sat;TO;TO;21.79; sat;1.02; unknown;0.01; unknown;7.34; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_8.smt2;0.26; sat;0.74; sat;32.26; sat;1.0; unknown;0.01; unknown;5.97; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_9.smt2;1.86; sat;TO;TO;10.74; sat;1.01; unknown;0.01; unknown;19.68; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_5.smt2;0.59; sat;0.26; sat;7.27; sat;1.01; unknown;0.01; unknown;4.77; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_2.smt2;0.01; sat;0.05; sat;0.03; sat;1.01; unknown;0.01; unknown;3.32; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_5.smt2;0.2; sat;0.1; sat;0.32; sat;1.0; unknown;0.01; unknown;4.28; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_7.smt2;0.29; sat;0.2; sat;9.72; sat;1.0; unknown;0.0; unknown;6.74; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_4.smt2;0.04; sat;0.06; sat;0.07; sat;1.0; unknown;0.0; unknown;3.41; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_6.smt2;0.27; sat;0.4; sat;26.1; sat;1.01; unknown;0.0; unknown;17.21; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_9.smt2;4.14; sat;TO;TO;0.64; sat;1.0; unknown;0.01; unknown;7.85; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_1.smt2;0.03; sat;1.33; sat;0.04; sat;1.01; unknown;0.0; unknown;2.87; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_1.smt2;0.2; sat;0.1; sat;0.28; sat;1.01; unknown;0.01; unknown;3.91; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_5.smt2;0.08; sat;0.22; sat;2.55; sat;1.01; unknown;0.0; unknown;3.89; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_7.smt2;0.12; sat;0.13; sat;9.94; sat;1.01; unknown;0.01; unknown;7.46; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_2.smt2;0.28; sat;0.65; sat;20.16; sat;1.02; unknown;0.01; unknown;4.5; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_0.smt2;0.15; sat;0.06; sat;0.56; sat;1.01; unknown;0.01; unknown;5.14; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_6.smt2;0.03; sat;0.45; sat;23.56; sat;1.03; unknown;0.0; unknown;4.32; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_9.smt2;0.25; sat;0.29; sat;2.97; sat;1.02; unknown;0.0; unknown;12.54; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_6.smt2;1.6; sat;TO;TO;69.29; sat;1.01; unknown;0.01; unknown;51.6; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_5.smt2;0.03; sat;0.01; sat;0.03; sat;1.0; unknown;0.0; unknown;2.61; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_7.smt2;0.03; sat;0.2; sat;9.9; sat;1.0; unknown;0.01; unknown;3.76; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_0.smt2;0.49; sat;TO;TO;0.57; sat;1.0; unknown;0.01; unknown;6.53; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_5.smt2;0.21; sat;0.1; sat;0.25; sat;1.01; unknown;0.01; unknown;3.6; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_3.smt2;0.02; sat;0.0; sat;0.04; sat;1.01; unknown;0.0; unknown;2.68; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_2.smt2;0.07; sat;0.06; sat;0.06; sat;1.01; unknown;0.01; unknown;2.99; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_4.smt2;2.18; sat;TO;TO;8.02; sat;1.01; unknown;0.0; unknown;6.95; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_1.smt2;0.21; sat;0.09; sat;0.3; sat;1.02; unknown;0.01; unknown;3.87; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_0.smt2;0.02; sat;0.01; sat;0.34; sat;1.02; unknown;0.0; unknown;3.92; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_4.smt2;0.01; sat;0.02; sat;0.09; sat;1.01; unknown;0.0; unknown;3.06; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_4.smt2;0.37; sat;0.1; sat;0.08; sat;1.01; unknown;0.0; unknown;3.29; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_3.smt2;0.04; sat;0.06; sat;0.04; sat;1.0; unknown;0.01; unknown;2.74; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_5.smt2;0.13; sat;0.06; sat;0.07; sat;1.01; unknown;0.0; unknown;2.9; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_5.smt2;0.13; sat;0.06; sat;0.04; sat;1.0; unknown;0.0; unknown;2.8; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_8.smt2;0.03; sat;0.2; sat;12.21; sat;1.02; unknown;0.0; unknown;3.73; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_9.smt2;0.04; sat;0.12; sat;0.35; sat;1.02; unknown;0.0; unknown;3.75; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_9.smt2;0.37; sat;0.67; sat;23.11; sat;1.0; unknown;0.01; unknown;14.66; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_1.smt2;0.08; sat;0.22; sat;2.74; sat;1.01; unknown;0.01; unknown;3.96; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_6.smt2;0.16; sat;0.35; sat;24.1; sat;1.01; unknown;0.01; unknown;8.17; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_1.smt2;0.61; sat;0.26; sat;7.16; sat;1.01; unknown;0.0; unknown;4.24; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_8.smt2;0.02; sat;0.05; sat;11.93; sat;1.0; unknown;0.01; unknown;3.73; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_4.smt2;0.25; sat;5.03; sat;21.13; sat;1.01; unknown;0.0; unknown;6.44; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_1.smt2;0.31; sat;0.63; sat;19.02; sat;1.02; unknown;0.01; unknown;4.23; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_2.smt2;0.1; sat;0.22; sat;2.77; sat;1.0; unknown;0.01; unknown;3.83; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_7.smt2;0.35; sat;0.73; sat;44.98; sat;1.01; unknown;0.01; unknown;46.97; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_6.smt2;0.46; sat;0.4; sat;23.36; sat;1.01; unknown;0.01; unknown;7.58; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_1.smt2;0.02; sat;0.01; sat;0.03; sat;0.99; unknown;0.0; unknown;2.69; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_0.smt2;0.03; sat;0.08; sat;0.31; sat;0.98; unknown;0.0; unknown;4.05; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_0.smt2;0.24; sat;0.64; sat;20.27; sat;1.01; unknown;0.0; unknown;9.3; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_1.smt2;0.1; sat;0.06; sat;0.04; sat;1.0; unknown;0.0; unknown;2.94; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_5.smt2;0.35; sat;0.64; sat;18.26; sat;1.02; unknown;0.01; unknown;4.39; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_1.smt2;0.14; sat;0.06; sat;0.07; sat;1.0; unknown;0.01; unknown;3.14; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_8.smt2;0.28; sat;0.16; sat;12.07; sat;1.01; unknown;0.0; unknown;4.53; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_4.smt2;0.54; sat;TO;TO;0.32; sat;1.01; unknown;0.01; unknown;4.69; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_6.smt2;0.05; sat;0.42; sat;24.59; sat;1.0; unknown;0.0; unknown;4.62; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_0.smt2;0.04; sat;0.14; sat;0.33; sat;1.02; unknown;0.01; unknown;3.95; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_6_3.smt2;0.37; sat;0.65; sat;19.45; sat;1.01; unknown;0.0; unknown;5.28; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_5.smt2;0.03; sat;0.2; sat;0.03; sat;1.0; unknown;0.0; unknown;2.75; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_2.smt2;0.2; sat;0.1; sat;0.3; sat;1.01; unknown;0.0; unknown;3.98; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_4.smt2;1.29; sat;TO;TO;0.37; sat;1.02; unknown;0.01; unknown;4.36; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_6.smt2;0.18; sat;0.4; sat;23.91; sat;1.01; unknown;0.01; unknown;11.05; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_2_6.smt2;0.03; sat;0.25; sat;23.06; sat;1.0; unknown;0.01; unknown;4.06; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_7.smt2;0.03; sat;0.16; sat;9.07; sat;1.0; unknown;0.0; unknown;3.83; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_2.smt2;0.18; sat;0.1; sat;0.29; sat;1.01; unknown;0.0; unknown;3.61; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_7.smt2;0.23; sat;0.17; sat;9.76; sat;1.02; unknown;0.01; unknown;12.27; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_3.smt2;0.2; sat;0.09; sat;0.34; sat;1.01; unknown;0.0; unknown;3.84; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_2.smt2;0.78; sat;0.26; sat;7.31; sat;1.01; unknown;0.0; unknown;3.92; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_8.smt2;0.13; sat;0.17; sat;11.77; sat;1.0; unknown;0.01; unknown;5.37; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_1_4.smt2;0.04; sat;0.09; sat;0.11; sat;1.02; unknown;0.0; unknown;3.07; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_2.smt2;0.02; sat;0.05; sat;0.04; sat;1.02; unknown;0.01; unknown;2.83; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_3.smt2;0.16; sat;0.22; sat;2.44; sat;1.01; unknown;0.01; unknown;4.42; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_3_9.smt2;0.24; sat;0.16; sat;0.3; sat;1.0; unknown;0.0; unknown;4.53; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_7_0.smt2;2.28; sat;TO;TO;8.76; sat;1.02; unknown;0.0; unknown;13.42; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_6.smt2;0.33; sat;TO;TO;27.67; sat;1.01; unknown;0.0; unknown;11.93; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_8.smt2;0.16; sat;0.19; sat;12.18; sat;1.0; unknown;0.01; unknown;5.37; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_4_3.smt2;0.34; sat;0.06; sat;0.09; sat;1.02; unknown;0.01; unknown;3.17; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_3.smt2;0.22; sat;0.09; sat;0.28; sat;1.03; unknown;0.0; unknown;3.68; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_9_8.smt2;0.21; sat;0.2; sat;12.61; sat;1.01; unknown;0.0; unknown;9.07; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_5_9.smt2;0.04; sat;0.07; sat;0.28; sat;1.01; unknown;0.01; unknown;4.11; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_7.smt2;0.19; sat;0.34; sat;12.75; sat;1.02; unknown;0.01; unknown;10.98; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_0_7.smt2;0.2; sat;0.18; sat;9.64; sat;1.01; unknown;0.01; unknown;7.85; sat
../formulae/regex-smt-benchmarks/regexlib_subset/sat/notsubset_8_0.smt2;0.25; sat;0.31; sat;2.84; sat;1.01; unknown;0.0; unknown;7.1; sat
../formulae/regex-smt-benchmarks/det_blowup/unsat/digit05_unsat.smt2;0.05; unsat;0.05; unsat;0.02; unsat;0.04; unsat;0.07; unsat;1.38; (error \\\"At line 9, near \\\"\\\") \\\"\\\"/\\\"\\\") (re\\\"\\\" :     Unrecoverable Syntax Error\\\")
../formulae/regex-smt-benchmarks/det_blowup/unsat/digit15_unsat.smt2;1.08; unsat;0.61; unsat;0.07; unsat;1.54; unsat;0.46; unsat;1.4; (error \\\"At line 9, near \\\"\\\") \\\"\\\"/\\\"\\\") (re\\\"\\\" :     Unrecoverable Syntax Error\\\")
../formulae/regex-smt-benchmarks/det_blowup/unsat/det_blowup_unsat_10.smt2;0.07; unsat;0.03; unsat;0.02; unsat;0.25; unsat;0.18; unsat;2.3; unsat
../formulae/regex-smt-benchmarks/det_blowup/unsat/det_blowup_unsat_1.smt2;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;2.34; unsat
../formulae/regex-smt-benchmarks/det_blowup/unsat/det_blowup_unsat_100.smt2;15.12; unsat;TO;TO;0.12; unsat;19.73; unsat;15.83; unsat;2.59; unsat
../formulae/regex-smt-benchmarks/det_blowup/unsat/digit20_unsat.smt2;5.17; unsat;14.47; unsat;0.1; unsat;1.94; unsat;0.78; unsat;1.45; (error \\\"At line 9, near \\\"\\\") \\\"\\\"/\\\"\\\") (re\\\"\\\" :     Unrecoverable Syntax Error\\\")
../formulae/regex-smt-benchmarks/det_blowup/unsat/det_blowup_unsat_5.smt2;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.05; unsat;2.35; unsat
../formulae/regex-smt-benchmarks/det_blowup/unsat/digit10_unsat.smt2;0.27; unsat;0.08; unsat;0.03; unsat;0.27; unsat;0.22; unsat;1.39; (error \\\"At line 9, near \\\"\\\") \\\"\\\"/\\\"\\\") (re\\\"\\\" :     Unrecoverable Syntax Error\\\")
../formulae/regex-smt-benchmarks/det_blowup/unsat/det_blowup_unsat_3.smt2;0.03; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;2.3; unsat
../formulae/regex-smt-benchmarks/det_blowup/sat/det_blowup_sat_10.smt2;0.04; sat;0.01; sat;0.03; sat;0.04; sat;0.01; sat;2.36; sat
../formulae/regex-smt-benchmarks/det_blowup/sat/det_blowup_sat_100.smt2;9.28; sat;0.09; sat;0.07; sat;1.03; sat;0.02; sat;2.51; sat
../formulae/regex-smt-benchmarks/det_blowup/sat/det_blowup_sat_5.smt2;0.02; sat;0.01; sat;0.0; sat;0.02; sat;0.0; sat;2.49; sat
../formulae/regex-smt-benchmarks/det_blowup/sat/det_blowup_sat_3.smt2;0.03; sat;0.01; sat;0.01; sat;0.01; sat;0.0; sat;2.44; sat
../formulae/regex-smt-benchmarks/det_blowup/sat/det_blowup_sat_1000.smt2;TO;TO;1.02; sat;5.03; sat;3.07; sat;1.55; sat;2.78; sat
