name;cvc5-runtime;cvc5-result;z3-runtime;z3-result;z3-noodler-c0f3244-runtime;z3-noodler-c0f3244-result;z3-noodler-f19ef57-runtime;z3-noodler-f19ef57-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-c7c4418-runtime;z3-noodler-c7c4418-result;z3-noodler-b688a34-runtime;z3-noodler-b688a34-result;z3-noodler-97447b0-runtime;z3-noodler-97447b0-result
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-fuzz-translate-graft.smt2;TO;TO;0.07; sat;0.02; unknown;0.01; unknown;0.02; unknown;0.01; unknown;0.03; unknown;0.04; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-006-multiply-graft-rotate.smt2;0.0; unsat;0.03; unsat;0.04; unsat;0.01; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-034-rotate-multiply-reverse.smt2;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-026-reverse-translate-multiply.smt2;TO;TO;0.05; sat;0.04; sat;0.05; sat;0.03; sat;0.05; sat;0.05; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-012-unsat-rotate-translate-multiply.smt2;0.01; unsat;0.04; unsat;TO;TO;ERR;ERR;ERR;ERR;0.02; unsat;0.02; sat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-012-unsat-translate-reverse-multiply.smt2;0.02; unsat;0.03; unsat;TO;TO;ERR;ERR;ERR;ERR;0.03; unsat;0.04; sat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-033-fuzz-multiply-fuzz.smt2;0.07; sat;0.05; sat;0.03; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.0; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-004-unsat-fuzz-translate.smt2;0.0; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-004-unsat-multiply-multiply-fuzz.smt2;0.0; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-013-graft-translate.smt2;0.01; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-012-unsat-translate-multiply.smt2;0.01; unsat;0.04; unsat;TO;TO;ERR;ERR;ERR;ERR;0.03; unsat;0.02; sat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-003-fuzz-fuzz.smt2;0.0; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-010-fuzz-graft-multiply.smt2;0.0; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-013-reverse-fuzz.smt2;0.06; unsat;0.04; unsat;0.02; unknown;0.03; unknown;0.01; unknown;0.03; unknown;0.04; unknown;0.01; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-003-fuzz-graft-rotate.smt2;0.0; unsat;0.03; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.04; unsat;0.01; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-031-rotate-multiply-fuzz.smt2;0.67; sat;0.05; sat;0.03; unknown;0.01; unknown;0.02; unknown;0.02; unknown;0.01; unknown;0.04; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-014-translate-fuzz-translate.smt2;0.03; unsat;0.04; unsat;0.02; unknown;0.03; unknown;0.02; unknown;0.02; unknown;0.02; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-017-fuzz-graft-multiply.smt2;0.05; unsat;0.06; unsat;0.03; unknown;0.03; unknown;0.03; unknown;0.03; unknown;0.03; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-014-rotate-fuzz-rotate.smt2;0.01; unsat;0.03; unsat;0.03; unknown;0.02; unknown;0.01; unknown;0.04; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-006-fuzz-translate.smt2;0.0; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.02; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-050-translate-reverse-fuzz.smt2;0.02; unsat;0.04; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.02; unknown;0.01; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-033-reverse-multiply-fuzz.smt2;0.06; sat;0.03; sat;0.01; unknown;0.02; unknown;0.01; unknown;0.01; unknown;0.02; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-044-fuzz-rotate-fuzz.smt2;0.08; sat;0.03; sat;0.04; unknown;0.02; unknown;0.01; unknown;0.04; unknown;0.04; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-027-multiply-translate-fuzz.smt2;0.01; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-015-graft-translate-translate.smt2;0.0; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-011-unsat-translate-rotate-graft.smt2;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-rotate-translate.smt2;0.01; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-004-unsat-graft-reverse-translate.smt2;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-043-reverse-translate-reverse.smt2;0.02; sat;0.04; sat;0.04; sat;0.03; sat;0.02; sat;0.05; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-050-translate-rotate-fuzz.smt2;0.02; unsat;0.01; unsat;0.04; unsat;0.04; unsat;0.04; unsat;0.05; unsat;0.05; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-022-unsat-graft-graft-fuzz.smt2;0.01; unsat;0.01; unsat;0.01; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-011-unsat-multiply-rotate-fuzz.smt2;0.0; unsat;0.02; unsat;TO;TO;0.01; unsat;0.02; unsat;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-021-graft-rotate-translate.smt2;0.0; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-033-translate-reverse-rotate.smt2;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-050-fuzz-fuzz-translate.smt2;0.01; unsat;0.02; unsat;0.02; unknown;0.02; unknown;0.02; unknown;0.01; unknown;0.01; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-018-fuzz-graft-fuzz.smt2;0.01; unsat;0.01; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.01; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-020-translate-multiply-reverse.smt2;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-042-reverse-translate-fuzz.smt2;0.01; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.02; unsat;0.01; unsat;0.04; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-007-unsat-graft-fuzz.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.03; unsat;0.01; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-009-rotate-translate-graft.smt2;0.0; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-028-unsat-translate-fuzz-multiply.smt2;0.0; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.02; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-031-graft-graft-multiply.smt2;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-multiply-rotate.smt2;0.1; sat;0.06; sat;0.04; sat;0.05; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-042-multiply-graft.smt2;0.02; unsat;0.03; unsat;0.01; unsat;0.04; unsat;0.02; unsat;0.03; unsat;0.04; unsat;0.01; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-017-reverse-rotate-multiply.smt2;0.01; sat;0.05; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-006-reverse-fuzz-graft.smt2;0.01; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.04; unsat;0.02; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-001-translate-translate-fuzz.smt2;0.0; sat;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-004-unsat-multiply-translate-fuzz.smt2;0.0; unsat;0.01; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-010-multiply-rotate-fuzz.smt2;0.01; unsat;0.02; unsat;0.02; unsat;0.0; unsat;0.01; unsat;0.03; unsat;0.05; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-049-multiply-translate-fuzz.smt2;0.0; unsat;0.04; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-rotate-multiply-translate.smt2;0.13; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat;0.02; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-027-translate-multiply-translate.smt2;0.08; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-024-fuzz-translate-translate.smt2;0.0; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-005-unsat-multiply-translate-fuzz.smt2;0.0; unsat;0.04; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-041-unsat-rotate-fuzz-fuzz.smt2;0.0; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-024-fuzz-multiply-translate.smt2;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.01; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-027-translate-reverse.smt2;0.07; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-044-rotate-fuzz-multiply.smt2;0.06; sat;0.05; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-027-translate-rotate.smt2;0.03; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-reverse-fuzz-rotate.smt2;0.09; unsat;0.04; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-020-rotate-multiply-translate.smt2;0.03; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat;0.01; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-021-translate-multiply.smt2;0.04; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-009-translate-multiply.smt2;0.04; sat;0.13; sat;0.01; sat;0.03; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-multiply-translate.smt2;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-004-unsat-fuzz-fuzz-graft.smt2;0.0; unsat;0.03; unsat;0.04; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-008-translate-translate-fuzz.smt2;0.01; sat;0.03; sat;0.03; sat;0.01; sat;0.01; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-026-reverse-translate-translate.smt2;TO;TO;0.03; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-013-graft-fuzz-translate.smt2;0.0; unsat;0.02; unsat;0.01; unknown;0.02; unknown;0.01; unknown;0.01; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-012-unsat-fuzz-multiply-multiply.smt2;0.01; unsat;0.02; unsat;TO;TO;ERR;ERR;ERR;ERR;0.03; unsat;0.03; sat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-translate-fuzz-multiply.smt2;0.04; unsat;0.03; unsat;0.04; unknown;0.02; unknown;0.01; unknown;0.03; unknown;0.01; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-translate-rotate.smt2;0.12; sat;0.05; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-026-translate-translate-fuzz.smt2;0.07; unsat;0.05; unsat;0.02; unknown;0.02; unknown;0.01; unknown;0.02; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-002-unsat-fuzz-graft-multiply.smt2;0.01; unsat;0.02; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-041-unsat-reverse-reverse-multiply.smt2;0.01; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.04; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-034-translate-multiply-reverse.smt2;0.01; unsat;0.02; unsat;TO;TO;0.02; unsat;0.02; unsat;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-017-fuzz.smt2;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-015-fuzz-rotate-reverse.smt2;0.01; unsat;0.03; unsat;0.01; unknown;0.03; unknown;0.01; unknown;0.03; unknown;0.03; unknown;0.04; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-049-translate-fuzz.smt2;0.07; unsat;0.02; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.01; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-graft-rotate-translate.smt2;0.08; sat;0.05; sat;0.04; sat;0.04; sat;0.02; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-graft-multiply-multiply.smt2;0.1; sat;0.11; sat;0.06; sat;0.03; sat;0.03; sat;0.03; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-translate-translate-fuzz.smt2;0.02; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-008-graft-multiply-translate.smt2;0.0; sat;0.01; sat;0.04; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-043-fuzz.smt2;0.06; unsat;0.02; unsat;0.02; unknown;0.03; unknown;0.01; unknown;0.03; unknown;0.01; unknown;0.01; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-013-rotate-fuzz-reverse.smt2;0.07; unsat;0.03; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.01; unknown;0.01; unknown;0.01; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-016-translate-rotate-graft.smt2;0.0; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-001-fuzz-rotate-graft.smt2;0.0; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.04; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-reverse-fuzz-multiply.smt2;0.03; sat;0.03; sat;0.03; unknown;0.01; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-043-translate-multiply-translate.smt2;0.06; sat;0.04; sat;0.03; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-020-translate-graft-translate.smt2;0.01; unsat;0.02; unsat;TO;TO;0.03; unsat;0.02; unsat;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-fuzz-graft-reverse.smt2;0.03; sat;0.03; sat;0.03; unknown;0.02; unknown;0.02; unknown;0.02; unknown;0.03; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-008-multiply-multiply-multiply.smt2;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-023-translate-multiply-reverse.smt2;0.02; sat;0.03; sat;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-021-reverse-fuzz-graft.smt2;0.07; unsat;0.03; unsat;0.02; unknown;0.01; unknown;0.01; unknown;0.02; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-026-fuzz-multiply-multiply.smt2;0.11; unsat;0.04; unsat;0.03; unknown;0.03; unknown;0.01; unknown;0.03; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-007-unsat-multiply-fuzz-rotate.smt2;0.01; unsat;0.04; unsat;0.03; unknown;0.01; unknown;0.02; unknown;0.01; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-008-fuzz-rotate-translate.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-044-rotate-fuzz.smt2;0.01; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-034-fuzz-rotate-fuzz.smt2;0.04; unsat;TO;TO;0.02; unknown;0.02; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-024-reverse-translate-fuzz.smt2;0.0; sat;0.03; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-017-fuzz-translate-fuzz.smt2;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-024-translate-fuzz-multiply.smt2;0.01; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-025-translate-rotate-fuzz.smt2;0.01; unsat;0.01; unsat;0.03; unknown;0.02; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-009-translate-translate-translate.smt2;0.04; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-018-fuzz-graft-reverse.smt2;0.0; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.01; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-021-fuzz-fuzz-translate.smt2;0.01; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-014-rotate-multiply-multiply.smt2;0.01; sat;0.05; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-031-fuzz-graft.smt2;0.05; sat;0.02; sat;0.03; unknown;0.03; unknown;0.0; unknown;0.02; unknown;0.03; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-044-fuzz-translate-graft.smt2;0.05; sat;0.04; sat;0.03; sat;0.04; sat;0.02; sat;0.05; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-007-unsat-rotate-multiply-translate.smt2;0.0; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-014-fuzz-reverse-graft.smt2;0.0; unsat;0.03; unsat;0.01; unknown;0.02; unknown;0.02; unknown;0.04; unknown;0.02; unknown;0.03; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-008-rotate-multiply-translate.smt2;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-026-rotate-graft.smt2;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-021-fuzz-reverse-rotate.smt2;0.16; unsat;0.05; unsat;0.02; unknown;0.01; unknown;0.02; unknown;0.03; unknown;0.02; unknown;0.02; unknown
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-005-unsat-fuzz-graft.smt2;0.01; unsat;0.04; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-001-translate-fuzz-reverse.smt2;0.0; sat;0.01; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-042-multiply-translate-rotate.smt2;0.01; unsat;0.01; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/z3str2/regex-006-reverse-translate.smt2;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat
